w,freq,cat,lang,tr,alt
थपलिया,1738,NE,ne,thapaliya,thapalia
पुनर्जीवित,1738,NE,ne,punarjiwit,
पुरस्कारमा,1738,NE,ne,puraskarma,
पुरुषमा,1738,NE,ne,purushma,
प्रभावहरू,1738,NE,ne,prabhawharu,
प्रयोगहरू,1738,NE,ne,prayogharu,
बढीमा,1738,NE,ne,badhima,
भेटिएका,1738,NE,ne,bhetieka,
मुख्यमन्त्रीको,1738,NE,ne,mukhyamantriko,
मुख्यमन्त्रीहरूको,1738,NE,ne,mukhyamantriharukho,
लडाइँमा,1738,NE,ne,ladainma,ladainmaa
संस्थानको,1738,NE,ne,sansthanko,
सहकर्मी,1738,NE,ne,sahakarmi,
हिमालखबर,1738,NE,ne,himalkhabar,
अस्ट्रेलियामा,1734,NE,ne,astreliama,
आजकल,1734,NE,ne,aajkal,
उनै,1734,NE,ne,unai,
उसका,1734,NE,ne,uska,
ओसिलो,1734,NE,ne,osilo,
कोइरालाको,1734,NE,ne,koiralako,
क्रय,1734,NE,ne,kraya,
क्विन्सल्यान्ड,1734,NE,ne,queensland,quinsland
गतेका,1734,NE,ne,gateka,
गोकर्ण,1734,NE,ne,gokarna,
चुनिएका,1734,NE,ne,chunieka,
जनसङ्ख्यामा,1734,NE,ne,janasankhyama,
जिसस,1734,NE,ne,jisas,
टाउकोको,1734,NE,ne,taukoko,
दक्षिणपूर्वमा,1734,NE,ne,dakshinpurvama,
नारायणगोपाल,1734,NE,ne,narayangopal,
निर्वाचनका,1734,NE,ne,nirvachanka,
नीतिहरूको,1734,NE,ne,nitiharuko,
पठाए,1734,NE,ne,pathae,
प्रतापसिंह,1734,NE,ne,pratapsinh,pratapsingh
प्रयासको,1734,NE,ne,prayasko,
प्रहरीका,1734,NE,ne,praharika,
बोकेका,1734,NE,ne,bokeka,
ब्राजिलको,1734,NE,ne,brazilko,
भन्यो,1734,NE,ne,bhanyo,
महिलामा,1734,NE,ne,mahilama,
मार्गरेट,1734,NE,ne,margaret,
राखेकी,1734,NE,ne,rakheki,
लैजाने,1734,NE,ne,laijane,
विद्वानहरू,1734,NE,ne,vidwanharu,
सङ्गठनले,1734,NE,ne,sangathanle,
सदस्यका,1734,NE,ne,sadasyaka,
सहजै,1734,NE,ne,sahajai,
सिंहासनमा,1734,NE,ne,sinhasanma,
सिरहा,1734,NE,ne,sirha,
स्रोतहरूले,1734,NE,ne,srotharule,
अनुसन्धानको,1730,NE,ne,anusandhanko,
अफगानिस्तानमा,1730,NE,ne,afaganistanma,
एसएलसी,1730,NE,ne,slc,
कम्प्रेसर,1730,NE,ne,compressor,
कराँची,1730,NE,ne,karanchi,
करोडको,1730,NE,ne,karodko,
खाँदा,1730,NE,ne,khaanda,
गुजरातको,1730,NE,ne,gujaratko,
ग्वाङदोङ,1730,NE,ne,gwangdong,
घरायसी,1730,NE,ne,gharayasi,
जनतान्त्रिक,1730,NE,ne,janatantrik,
जिविस,1730,NE,ne,jivis,
त्रिशुली,1730,NE,ne,trishuli,
देखाउँदै,1730,NE,ne,dekhaundai,
निस्केको,1730,NE,ne,niskeko,
पंक्षीको,1730,NE,ne,pankshiko,
पञ्चकोशी,1730,NE,ne,panchkoshi,
पार्टीलाई,1730,NE,ne,partylai,
प्रतियोगितालाई,1730,NE,ne,pratiyogitalai,
बन्नु,1730,NE,ne,bannu,
बसुन्धरा,1730,NE,ne,basundhara,
बहुसङ्ख्यक,1730,NE,ne,bahusankhyak,
ब्रह्माले,1730,NE,ne,brahmale,
ब्रिट,1730,NE,ne,britt,
भृगु,1730,NE,ne,bhrigu,
भोटो,1730,NE,ne,bhoto,
मछिन्द्र,1730,NE,ne,machhindra,
महाशिवरात्रि,1730,NE,ne,mahashivratri,mahashiwaratri
महासागरको,1730,NE,ne,mahasagarko,
मिली,1730,NE,ne,millie,
मेलामा,1730,NE,ne,melama,
यसैबीच,1730,NE,ne,yasaibich,
लेकाली,1730,NE,ne,lekali,
ल्याए,1730,NE,ne,lyae,
शीतयुद्ध,1730,NE,ne,shityuddha,
सम्पादकहरू,1730,NE,ne,sampadakharu,
सम्पादकहरूको,1730,NE,ne,sampadakharuko,
सवाई,1730,NE,ne,sawai,
सिलिगुडी,1730,NE,ne,siligudi,
सैनिकको,1730,NE,ne,sainikako,
अग्रसेन,1726,NE,ne,agrasena,agrasen
अस्तित्वको,1726,NE,ne,astitwako,
आठौं,1726,NE,ne,athaun,
उपमुख्यमन्त्री,1726,NE,ne,upamukhyamantri,
एलिस,1726,NE,ne,elise,alice
कार्डिफ,1726,NE,ne,cardif,cardiff
क्षेत्रहरूलाई,1726,NE,ne,kshetraharulai,
खगोलशास्त्र,1726,NE,ne,khagolshastra,
गुनासो,1726,NE,ne,gunaso,
ग्यासको,1726,NE,ne,gasko,
जिरी,1726,NE,ne,jiri,
जेनेभा,1726,NE,ne,jenebha,
झरेको,1726,NE,ne,jhareko,
टेली,1726,NE,ne,tayley,
तरिकाहरू,1726,NE,ne,tarikaharu,
दक्षिणतिर,1726,NE,ne,dakshintira,
दायरामा,1726,NE,ne,dayarama,
धिताल,1726,NE,ne,dhital,
नर्तक,1726,NE,ne,nartak,
नागरिकहरूलाई,1726,NE,ne,nagarikharulai,
निर्माताको,1726,NE,ne,nirmatako,
पदोन्नतिमा,1726,NE,ne,padonnatima,
पुर्याउन,1726,NE,ne,puryauna,
प्रसव,1726,NE,ne,prasava,
प्रस्तावको,1726,NE,ne,prastawko,
प्रागैतिहासिक,1726,NE,ne,pragaitihasik,
बिभाजन,1726,NE,ne,bibhajan,
बैठकको,1726,NE,ne,baithakko,
बोलाएर,1726,NE,ne,bolaera,
भएकै,1726,NE,ne,bhaekai,
भाषाविज्ञान,1726,NE,ne,bhashavigyan,
भिन्नताहरू,1726,NE,ne,bhinnataharu,
भैरवको,1726,NE,ne,bhairabko,
मनोहरा,1726,NE,ne,manohara,
मन्दिरहरूमा,1726,NE,ne,mandirharuma,
लिन्छन्,1726,NE,ne,linchhan,
वर्षभरि,1726,NE,ne,warshabhari,
विगतका,1726,NE,ne,wigatka,
विचारलाई,1726,NE,ne,vicharlai,
विजेताको,1726,NE,ne,wijetako,
वैकुण्ठ,1726,NE,ne,vaikuntha,
व्यवहारको,1726,NE,ne,wyawaharko,
शान्तिको,1726,NE,ne,shantiko,
संघले,1726,NE,ne,sanghale,
सम्पादनहरू,1726,NE,ne,sampadanharu,
सुनार,1726,NE,ne,sunar,
सृष्टिकर्ता,1726,NE,ne,srishtikarta,
स्वभावका,1726,NE,ne,swabhavka,swabhawka
स्वामित्वको,1726,NE,ne,swamitwako,
हाँगा,1726,NE,ne,haanga,hanga
अनमोल,1722,NE,ne,anamol,anmol
अवलम्बन,1722,NE,ne,awalamban,
आत्माको,1722,NE,ne,atmako,
ओर्टन,1722,NE,ne,orton,
कभी,1722,NE,ne,kabhi,
कर्पोरेट,1722,NE,ne,corporate,
कांग्रेसले,1722,NE,ne,congressle,
कुश्मा,1722,NE,ne,kushma,
कूटनीतिज्ञ,1722,NE,ne,kutnitigya,
कोरियाका,1722,NE,ne,koreaka,
क्यानडाका,1722,NE,ne,canadaka,
खानाले,1722,NE,ne,khanale,
खेतीको,1722,NE,ne,khetiko,
गायकको,1722,NE,ne,gayakko,
गुणस्तरको,1722,NE,ne,gunastarko,
घटनाले,1722,NE,ne,ghatanale,
जगदम्बाश्री,1722,NE,ne,jagadambashri,
जहाजको,1722,NE,ne,jahajko,
जीवनकालमा,1722,NE,ne,jiwankalma,
ज्ञ,1722,NE,ne,gya,
त्रिचन्द्र,1722,NE,ne,trichandra,
दुखाइ,1722,NE,ne,dukhai,
देखाइन्छ,1722,NE,ne,dekhainchha,
देखाएका,1722,NE,ne,dekhaeka,
देखेपछि,1722,NE,ne,dekhepachhi,
द्वापर,1722,NE,ne,dwapar,
धर्मलाई,1722,NE,ne,dharmalai,
धाराका,1722,NE,ne,dharaka,
नाटकको,1722,NE,ne,natakko,
निकोल,1722,NE,ne,nicole,
पटकको,1722,NE,ne,patakko,
पदार्थहरूको,1722,NE,ne,padarthaharuko,
पालनपोषण,1722,NE,ne,palanposhan,
प्रतिस्पर्धात्मक,1722,NE,ne,pratispardhatmak,
प्रयोगबाट,1722,NE,ne,prayogbata,
बढाएर,1722,NE,ne,badhaera,
बरिसाल,1722,NE,ne,barisal,
बस्तु,1722,NE,ne,bastu,
बाढीले,1722,NE,ne,badhile,
बाहिरको,1722,NE,ne,bahirako,
बैद्य,1722,NE,ne,baidya,
भ्याली,1722,NE,ne,bhyali,
महालङ्गुर,1722,NE,ne,mahalangur,
महिलाका,1722,NE,ne,mahilaka,
माध्यमको,1722,NE,ne,madhyamko,
मारेर,1722,NE,ne,marera,
मिश्रको,1722,NE,ne,mishrako,
रक्षात्मक,1722,NE,ne,rakshatmak,
राष्ट्रसङ्घ,1722,NE,ne,rashtrasangha,
राष्ट्रसङ्घको,1722,NE,ne,rashtrasanghako,
वरिपरिको,1722,NE,ne,waripariko,
वर्षहरू,1722,NE,ne,warshaharu,
विद्यालयका,1722,NE,ne,vidyalayaka,
विधिको,1722,NE,ne,widhiko,
विवाहका,1722,NE,ne,vivahaka,
विश्वविद्यालयले,1722,NE,ne,vishwavidyalayle,
संगठनको,1722,NE,ne,sangathanko,
सञ्चित,1722,NE,ne,sanchita,
सदाबहार,1722,NE,ne,sadabahar,
स्काउटले,1722,NE,ne,schoutle,
स्क्वायर,1722,NE,ne,squire,
हाँस्य,1722,NE,ne,hansya,
अङ्गोला,1718,NE,ne,angola,
अपराधको,1718,NE,ne,aparadhko,
अलीगढ,1718,NE,ne,aligadh,
अल्फ्रेड,1718,NE,ne,alfried,
आइन्स्टाइन,1718,NE,ne,ainstein,
आलिया,1718,NE,ne,alia,aaliyah
इभा,1718,NE,ne,ibha,
ऋषिका,1718,NE,ne,rishika,
कर्मचारीहरूको,1718,NE,ne,karmachariharule,karmachariharuko
कार्तिकेय,1718,NE,ne,kartikeya,
क्षय,1718,NE,ne,kshaya,kshay
गुफाहरू,1718,NE,ne,gufaharu,
ग्रिक,1718,NE,ne,grick,
ग्ली,1718,NE,ne,glee,
चासोका,1718,NE,ne,chasoka,
छायाँ,1718,NE,ne,chhayaan,
जन्ममा,1718,NE,ne,janmama,
जन्मेकी,1718,NE,ne,janmeki,
थप्ने,1718,NE,ne,thapne,
दिशानिर्देश,1718,NE,ne,dishanirdesh,
देवीका,1718,NE,ne,devika,
नक्कली,1718,NE,ne,nakkali,
नाभिकीय,1718,NE,ne,nabhikiya,
पानको,1718,NE,ne,panko,
पिताले,1718,NE,ne,pitale,
पूर्वाग्रह,1718,NE,ne,purvagraha,
बहुजन,1718,NE,ne,bahujan,
भिसा,1718,NE,ne,bhisa,
मेरिल,1718,NE,ne,meryl,
म्याडिसन,1718,NE,ne,madition,
योजनाहरू,1718,NE,ne,yojanaharu,
राजकोषको,1718,NE,ne,rajkoshko,
रुद्राक्ष,1718,NE,ne,rudraksh,rudraksha
शिशुको,1718,NE,ne,shishuko,
सङ्ग्रहालयमा,1718,NE,ne,sangrahalayama,
सबैका,1718,NE,ne,sabaika,
सम्पादकको,1718,NE,ne,sampadakko,
सम्प्रदायका,1718,NE,ne,sampradayaka,
सिद्धिकाली,1718,NE,ne,siddhikali,
सूर्यवंशी,1718,NE,ne,suryavanshi,suryawanshi
स्वतन्त्रताका,1718,NE,ne,swatantrataka,
अङ्कीय,1714,NE,ne,ankiya,
अधिकारका,1714,NE,ne,adhikarka,
अप्रमाणित,1714,NE,ne,apramanit,
आरक्षित,1714,NE,ne,arakshit,
उपकुलपति,1714,NE,ne,upakulpati,
खेतमा,1714,NE,ne,khetma,
गोत्रका,1714,NE,ne,gotraka,
गोत्रीय,1714,NE,ne,gotriya,
डरले,1714,NE,ne,darle,
डाटाबेस,1714,NE,ne,databases,
ढाकाको,1714,NE,ne,dhakako,
तथ्याङ्कहरू,1714,NE,ne,tathyankharu,
तराईको,1714,NE,ne,taraiko,
तामाको,1714,NE,ne,tamako,
थामी,1714,NE,ne,thami,
ध्यानाकर्षण,1714,NE,ne,dhyanakarshan,
नतिजाहरू,1714,NE,ne,natijaharu,
नवीकरणीय,1714,NE,ne,nawikaraniya,
निलम्बित,1714,NE,ne,nilambit,
नोक्सान,1714,NE,ne,noksan,
परेपछि,1714,NE,ne,parepachhi,
प्रतिनिधिहरू,1714,NE,ne,pratinidhiharu,
प्रमुखहरूको,1714,NE,ne,pramukhharuko,
फर्केका,1714,NE,ne,farkeka,
फ्यान,1714,NE,ne,fann,
बनाउँदै,1714,NE,ne,banaundai,
बनोट,1714,NE,ne,banot,
बुझाउन,1714,NE,ne,bujhauna,
बोसो,1714,NE,ne,boso,
मल्लका,1714,NE,ne,mallaka,
मसिना,1714,NE,ne,masina,
माइकल्स,1714,NE,ne,michaels,
मुलुकहरूमा,1714,NE,ne,mulukharuma,
लडाकुको,1714,NE,ne,ladakuko,
वज्रयान,1714,NE,ne,vajrayan,
विजेताले,1714,NE,ne,vijetale,
विधायिका,1714,NE,ne,vidhayika,
शिवका,1714,NE,ne,shivka,
शिविरमा,1714,NE,ne,shivirma,
साधनको,1714,NE,ne,sadhanko,
साधनहरू,1714,NE,ne,sadhanharu,
स्टार्स,1714,NE,ne,stars,
अघिल्ला,1710,NE,ne,aghilla,
अनिकाल,1710,NE,ne,anikal,
अभिमानसिंह,1710,NE,ne,abhimansinh,
उपलब्धिहरू,1710,NE,ne,upalabdhiharu,
कोइरालाले,1710,NE,ne,koiralale,
कोरियामा,1710,NE,ne,koreama,
क्षमतामा,1710,NE,ne,kshamatama,
खाले,1710,NE,ne,khale,
गाउँहरूमा,1710,NE,ne,gaaunharumaa,gaunharuma
छालामा,1710,NE,ne,chhalama,
जग्गामा,1710,NE,ne,jaggama,
जनतामा,1710,NE,ne,janatama,
जिम्मी,1710,NE,ne,zimmi,
जीवविज्ञान,1710,NE,ne,jiwawigyan,
टर्मिनल,1710,NE,ne,terminal,
टिमबाट,1710,NE,ne,timbata,
टीकापुर,1710,NE,ne,tikapur,
टुप्पो,1710,NE,ne,tuppo,
टुप्पोमा,1710,NE,ne,tuppoma,
टेन्सेन्ट,1710,NE,ne,tencent,
थप्नुहोस्,1710,NE,ne,thapnuhos,
दरमा,1710,NE,ne,darma,
दोर्जे,1710,NE,ne,dorje,
नासा,1710,NE,ne,nassa,
निबन्धमा,1710,NE,ne,nibandhama,
पत्नीहरू,1710,NE,ne,patniharu,
पुच्छरको,1710,NE,ne,puchchharko,
पुरस्कारबाट,1710,NE,ne,puraskarbata,
पुराणका,1710,NE,ne,puranka,
पूर्वतिर,1710,NE,ne,purvatira,purwatira
प्रणालीका,1710,NE,ne,pranalika,
बन्नका,1710,NE,ne,bannaka,
बस्तीहरू,1710,NE,ne,bastiharu,
बहुमतको,1710,NE,ne,bahumatko,
बाबुको,1710,NE,ne,babuko,
बारेका,1710,NE,ne,bareka,
बार्बाडोस,1710,NE,ne,barbados,
बुद्धिमान,1710,NE,ne,buddhiman,
भिडिओ,1710,NE,ne,bhidio,
मारेको,1710,NE,ne,mareko,
मुद्रामा,1710,NE,ne,mudrama,
याप,1710,NE,ne,yap,
योजनामा,1710,NE,ne,yojanama,
रुखमा,1710,NE,ne,rukhma,
लक्ष्मीको,1710,NE,ne,lakshmiko,
लाग्नु,1710,NE,ne,lagnu,
समस्याहरूको,1710,NE,ne,samasyaharuko,
सिचुआन,1710,NE,ne,sichuan,
सिराजुल,1710,NE,ne,serajul,sirajul
सूक्त,1710,NE,ne,sukta,
हंसपुर,1710,NE,ne,hanspur,
अनुप्रयोगको,1705,NE,ne,anuprayogko,
अन्तरमहादेशीय,1705,NE,ne,antarmahadeshiya,
अपनाइएको,1705,NE,ne,apanaieko,
अपनाएको,1705,NE,ne,apanaeko,
अवशेषहरू,1705,NE,ne,awasheshharu,
इलाकामा,1705,NE,ne,ilakama,
इस्तानबुल,1705,NE,ne,istanbul,
उजुरी,1705,NE,ne,uzuri,
उत्तरपश्चिममा,1705,NE,ne,uttarapashchimma,
उपत्यकाहरू,1705,NE,ne,upatyakaharu,
एकातिर,1705,NE,ne,ekatira,
कार्यक्रमलाई,1705,NE,ne,karyakramlai,
केराको,1705,NE,ne,kerako,
गणेशको,1705,NE,ne,ganeshko,
गतिविधिहरूको,1705,NE,ne,gatiwidhiharuko,
गाभ्ने,1705,NE,ne,gabhne,
गुजरातका,1705,NE,ne,gujaratka,
गुरुकुल,1705,NE,ne,gurukul,
चिनारी,1705,NE,ne,chinari,
छातीमा,1705,NE,ne,chhatima,
छिरी,1705,NE,ne,chhiri,
छोरीलाई,1705,NE,ne,chhorilai,
जातीहरू,1705,NE,ne,jatiharu,
ट्विङ्कल,1705,NE,ne,twinkle,
दर्शनीय,1705,NE,ne,darshaniya,
देवकोटाका,1705,NE,ne,devkotaka,
धुरी,1705,NE,ne,dhuri,
नगर्न,1705,NE,ne,nagarn,
नलाग्ने,1705,NE,ne,nalagne,
नाचको,1705,NE,ne,nachko,
निर्विरोध,1705,NE,ne,nirwirodh,nirvirodh
पर्यटकको,1705,NE,ne,paryatakko,
पाउँछन्,1705,NE,ne,paaunchhan,
पोथीको,1705,NE,ne,pothiko,
पोर्तो,1705,NE,ne,porto,
फर्कने,1705,NE,ne,farkane,
फैलाउन,1705,NE,ne,failauna,
बटन,1705,NE,ne,button,
